file,s1,s2,b1,b2,percDif
one/one1415.gcg,261,284,2,2,8.440366972477065
one/one1373.gcg,334,149,3,0,76.60455486542443
one/one5115.gcg,244,264,2,2,7.874015748031496
one/one3564.gcg,287,232,3,1,21.19460500963391
one/one5101.gcg,225,291,1,2,25.581395348837212
one/one3570.gcg,230,232,1,1,0.8658008658008658
one/one1367.gcg,320,259,3,2,21.070811744386873
one/one6408.gcg,248,276,2,2,10.687022900763358
one/one1401.gcg,263,382,2,5,36.89922480620155
one/one4579.gcg,235,382,2,2,47.64991896272285
one/one3216.gcg,262,244,2,2,7.114624505928854
one/one2108.gcg,231,201,1,1,13.88888888888889
one/one5667.gcg,345,156,3,0,75.44910179640718
one/one6346.gcg,319,195,3,1,48.249027237354085
one/one1429.gcg,351,316,4,4,10.494752623688155
one/one7058.gcg,376,213,4,1,55.34804753820034
one/one4551.gcg,258,322,2,2,22.06896551724138
one/one5897.gcg,280,258,2,1,8.178438661710038
one/one2120.gcg,231,332,1,3,35.879218472468914
one/one5129.gcg,291,244,2,2,17.570093457943926
one/one2646.gcg,317,288,3,2,9.586776859504132
one/one3558.gcg,304,419,3,4,31.8118948824343
one/one4237.gcg,285,338,3,3,17.014446227929376
one/one6420.gcg,244,317,1,3,26.02495543672014
one/one6434.gcg,279,299,2,3,6.920415224913495
one/one2652.gcg,170,426,0,5,85.90604026845638
one/one4223.gcg,231,232,1,1,0.4319654427645789
one/one4545.gcg,244,248,1,2,1.6260162601626018
one/one5883.gcg,361,252,4,1,35.56280587275693
one/one2134.gcg,251,346,2,4,31.825795644891127
one/one6352.gcg,258,320,2,3,21.453287197231834
one/one2915.gcg,336,284,3,3,16.7741935483871
one/one358.gcg,268,314,2,3,15.807560137457044
